Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Net Star","2012-03-01","102545","36","2015-03-01","2014-09-01","94122","10527913622","enterprise","other","02911","North Providence","RI","41.8500997","-71.4661703","1"
"Net Star Bell","2011-04-01","138864","12","2012-04-01","2011-10-01","75377","6596576202","business_critical","manufacturing","21856","Quantico","MD","38.3742854","-75.7424304","1"
"Net Technology Design","2010-08-01","62732","12","2011-08-01","2011-02-01","31676","3631139727","business_critical","healthcare","29904","Beaufort","SC","32.3850708","-80.6923169","1"
"Net Virtual","2019-08-01","100634","24","2021-08-01","2021-02-01","45546","4484960942","business_critical","energy","87504","Santa Fe","NM","35.6876096","-105.938456","0"
"Net Virtual","2019-08-01","151297","12","2022-08-01","2022-02-01","45546","4484960942","business_critical","energy","87504","Santa Fe","NM","35.6876096","-105.938456","0"
"Net Virtual Atlantic","2010-09-01","133487","36","2013-09-01","2013-03-01","86689","8945472867","enterprise","healthcare","75217","Dallas","TX","32.7762719","-96.7968559","1"
"Net West","2018-11-01","136720","12","2019-11-01","2019-05-01","28049","3002831814","enterprise","telecom","22802","Harrisonburg","VA","38.4493315","-78.8688833","1"
"Net West South","2014-05-01","227139","12","2015-05-01","2014-11-01","13514","1311142901","enterprise","financial services","79567","Winters","TX","31.9565343","-99.962313","1"
"Network Architecture Analysis","2016-07-01","84322","36","2019-07-01","2019-01-01","53721","6083868912","premium_plus","financial services","93012","Camarillo","CA","34.2176371","-119.0383541","0"
"Network Architecture Analysis","2016-07-01","99686","12","2020-07-01","2020-01-01","53721","6083868912","premium_plus","financial services","93012","Camarillo","CA","34.2176371","-119.0383541","1"
"Network Data Hill","2011-09-01","10000","12","2012-09-01","2012-03-01","94570","12095273321","business_critical","financial services","45210","Cincinnati","OH","39.1014537","-84.5124602","1"
"Network Direct Resource","2012-02-01","282572","12","2013-02-01","2012-08-01","20287","1959621977","enterprise","manufacturing","14445","East Rochester","NY","43.112157","-77.483559","0"
"Network Direct Resource","2012-02-01","202489","12","2014-02-01","2013-08-01","20287","1959621977","enterprise","manufacturing","14445","East Rochester","NY","43.112157","-77.483559","0"
"Network Direct Resource","2012-02-01","430019","12","2015-02-01","2014-08-01","20287","1959621977","enterprise","manufacturing","14445","East Rochester","NY","43.112157","-77.483559","0"
"Network Direct Resource","2012-02-01","300544","36","2018-02-01","2017-08-01","20287","1959621977","enterprise","manufacturing","14445","East Rochester","NY","43.112157","-77.483559","0"
"Network Electronic Signal","2012-08-01","47012","24","2014-08-01","2014-02-01","36195","3491970451","premium_plus","financial services","63010","Arnold","MO","38.4226711","-90.3758287","0"
"Network Electronic Signal","2012-08-01","57815","24","2016-08-01","2016-02-01","36195","3491970451","premium_plus","financial services","63010","Arnold","MO","38.4226711","-90.3758287","0"
"Network Electronic Signal","2012-08-01","67025","24","2018-08-01","2018-02-01","36195","3491970451","premium_plus","financial services","63010","Arnold","MO","38.4226711","-90.3758287","0"
"Network Electronic Signal","2012-08-01","85107","24","2020-08-01","2020-02-01","36195","3491970451","premium_plus","financial services","63010","Arnold","MO","38.4226711","-90.3758287","0"
"Network Electronic Signal","2012-08-01","85085","24","2022-08-01","2022-02-01","36195","3491970451","premium_plus","financial services","63010","Arnold","MO","38.4226711","-90.3758287","0"
"Network Electronic Solutions","2019-05-01","82178","12","2020-05-01","2019-11-01","77249","6843641646","business_critical","financial services","11598","Woodmere","NY","40.6320482","-73.7126314","0"
"Network Electronic Solutions","2019-05-01","90046","24","2022-05-01","2021-11-01","77249","6843641646","business_critical","financial services","11598","Woodmere","NY","40.6320482","-73.7126314","0"
"Network Industries Telecom","2017-01-01","148925","24","2019-01-01","2018-07-01","37569","3585597064","premium_plus","other","63384","Wellsville","MO","39.0719844","-91.5701623","0"
"Network Industries Telecom","2017-01-01","178711","36","2022-01-01","2021-07-01","37569","3585597064","premium_plus","other","63384","Wellsville","MO","39.0719844","-91.5701623","0"
"Network Industries Telecom","2017-01-01","290305","12","2023-01-01","2022-07-01","37569","3585597064","premium_plus","other","63384","Wellsville","MO","39.0719844","-91.5701623","0"
"Network Omega","2015-12-01","136359","24","2017-12-01","2017-06-01","61641","6971743578","enterprise","retail","49760","Moran","MI","45.9941794","-84.8308892","0"
"Network Omega","2015-12-01","75773","24","2019-12-01","2019-06-01","61641","6971743578","enterprise","retail","49760","Moran","MI","45.9941794","-84.8308892","0"
"Network Omega","2015-12-01","147820","12","2020-12-01","2020-06-01","61641","6971743578","enterprise","retail","49760","Moran","MI","45.9941794","-84.8308892","1"
"Network Power","2015-08-01","81090","36","2018-08-01","2018-02-01","2431","273559871","enterprise","other","53534","Edgerton","WI","42.8334738","-89.06949","0"
"Network Power","2015-08-01","48192","24","2020-08-01","2020-02-01","2431","273559871","enterprise","other","53534","Edgerton","WI","42.8334738","-89.06949","0"
"Network Power","2015-08-01","120052","12","2021-08-01","2021-02-01","2431","273559871","enterprise","other","53534","Edgerton","WI","42.8334738","-89.06949","0"
"Network Research Signal","2016-01-01","189728","12","2017-01-01","2016-07-01","29444","4126723319","business_critical","banking","15646","Jones Mills","PA","40.0886847","-79.3405896","1"
"Network Solutions","2015-06-01","106026","12","2016-06-01","2015-12-01","28096","2943683556","enterprise","banking","63961","Qulin","MO","36.5958908","-90.2473247","0"
"Network Solutions","2015-06-01","125980","12","2017-06-01","2016-12-01","28096","2943683556","enterprise","banking","63961","Qulin","MO","36.5958908","-90.2473247","1"
"Network Star","2015-06-01","189787","12","2016-06-01","2015-12-01","52680","4949075201","enterprise","telecom","27053","Westfield","NC","35.77626685","-78.80682784616619","1"
"Network Vision Frontier","2013-06-01","188825","24","2015-06-01","2014-12-01","44036","4403100230","premium_plus","retail","36539","Fruitdale","AL","31.3426719","-88.4077946","1"
"Network Vision North","2018-12-01","10000","36","2021-12-01","2021-06-01","44062","4821183003","business_critical","other","53744","Madison","WI","","","1"
"Network Vision Telecom","2010-11-01","186482","12","2011-11-01","2011-05-01","47923","4590892738","business_critical","retail","47339","Economy","IN","39.9781021","-85.0880199","1"
"North Building South","2010-03-01","201607","24","2012-03-01","2011-09-01","27040","2986420135","premium_plus","manufacturing","53550","Juda","WI","42.590225","-89.5087235","0"
"North Building South","2010-03-01","290917","12","2013-03-01","2012-09-01","27040","2986420135","premium_plus","manufacturing","53550","Juda","WI","42.590225","-89.5087235","1"
"North Construction","2014-11-01","105831","12","2015-11-01","2015-05-01","25774","2664816141","enterprise","healthcare","99402","Asotin","WA","46.1678079","-117.2045179","1"
"North Electronic","2020-08-01","71186","24","2022-08-01","2022-02-01","6465","557568664","business_critical","energy","42211","Cadiz","KY","36.8650496","-87.835295","0"
"North Industries Future","2017-07-01","10000","12","2018-07-01","2018-01-01","99496","7386480615","premium_plus","financial services","40813","Calvin","KY","36.7223073","-83.6221378","1"
"North Industries West","2016-02-01","176835","12","2017-02-01","2016-08-01","70066","7395753626","premium_plus","banking","98136","Seattle","WA","47.6038321","-122.330062","0"
"North Industries West","2016-02-01","83561","12","2018-02-01","2017-08-01","70066","7395753626","premium_plus","banking","98136","Seattle","WA","47.6038321","-122.330062","0"
"North Industries West","2016-02-01","81214","12","2019-02-01","2018-08-01","70066","7395753626","premium_plus","banking","98136","Seattle","WA","47.6038321","-122.330062","0"
"North Industries West","2016-02-01","10000","24","2021-02-01","2020-08-01","70066","7395753626","premium_plus","banking","98136","Seattle","WA","47.6038321","-122.330062","1"
"North Innovation Signal","2019-10-01","202893","12","2020-10-01","2020-04-01","70461","7089267571","enterprise","manufacturing","55990","Wykoff","MN","43.7071863","-92.268221","0"
"North Interactive Galaxy","2013-10-01","64331","24","2015-10-01","2015-04-01","59726","5277501617","premium_plus","manufacturing","53782","Madison","WI","43.1222575","-89.3551201","1"
"North Medicine Galaxy","2010-12-01","10000","12","2011-12-01","2011-06-01","7366","829008635","business_critical","financial services","77470","Rock Island","TX","29.5303221","-96.5748816","0"
"North Medicine Galaxy","2010-12-01","13934","12","2012-12-01","2012-06-01","7366","829008635","business_critical","financial services","77470","Rock Island","TX","29.5303221","-96.5748816","0"
"North Medicine Galaxy","2010-12-01","10000","36","2015-12-01","2015-06-01","7366","829008635","business_critical","financial services","77470","Rock Island","TX","29.5303221","-96.5748816","0"
"North Medicine Galaxy","2010-12-01","10000","36","2018-12-01","2018-06-01","7366","829008635","business_critical","financial services","77470","Rock Island","TX","29.5303221","-96.5748816","0"
"North Medicine Galaxy","2010-12-01","16148","12","2019-12-01","2019-06-01","7366","829008635","business_critical","financial services","77470","Rock Island","TX","29.5303221","-96.5748816","1"
"North Net Innovation","2019-01-01","236478","36","2022-01-01","2021-07-01","43668","3548299387","business_critical","telecom","34108","Naples","FL","26.1421976","-81.7942944","0"
"North Net Innovation","2019-01-01","386420","12","2023-01-01","2022-07-01","43668","3548299387","business_critical","telecom","34108","Naples","FL","26.1421976","-81.7942944","0"
"North North","2016-07-01","83927","12","2017-07-01","2017-01-01","32347","3425260398","enterprise","insurance","87527","Dixon","NM","36.1988113","-105.888322","1"
"North People General","2012-09-01","89644","12","2013-09-01","2013-03-01","35356","3552902817","premium_plus","other","80209","Denver","CO","39.7392364","-104.984862","0"
"North People General","2012-09-01","100377","24","2015-09-01","2015-03-01","35356","3552902817","premium_plus","other","80209","Denver","CO","39.7392364","-104.984862","1"
"North Provider Star","2015-10-01","10000","24","2017-10-01","2017-04-01","40053","2550371844","premium_plus","insurance","77273","Houston","TX","","","1"
"North Research Power","2018-08-01","88862","24","2020-08-01","2020-02-01","1984","127753410","enterprise","retail","62338","Fowler","IL","40.0078243","-91.2584774","0"
"North Research Power","2018-08-01","110605","12","2021-08-01","2021-02-01","1984","127753410","enterprise","retail","62338","Fowler","IL","40.0078243","-91.2584774","0"
"North Research Power","2018-08-01","79527","12","2022-08-01","2022-02-01","1984","127753410","enterprise","retail","62338","Fowler","IL","40.0078243","-91.2584774","0"
"North Signal Adventure","2016-03-01","150503","12","2017-03-01","2016-09-01","26619","3026933213","business_critical","retail","80138","Parker","CO","43.397483","-97.136445","1"
"North South Research","2014-10-01","186651","12","2015-10-01","2015-04-01","4727","402262064","premium_plus","manufacturing","40143","Hardinsburg","KY","37.7800592","-86.4605337","1"
"North Speed Interactive","2017-07-01","216067","12","2018-07-01","2018-01-01","15512","1969482542","premium_plus","retail","62218","Bartelso","IL","38.5364382","-89.4664739","1"
"North Speed Internet","2015-12-01","58640","24","2017-12-01","2017-06-01","42534","3488193384","premium_plus","insurance","85752","Tucson","AZ","32.2228765","-110.9748477","0"
"North Speed Internet","2015-12-01","115133","36","2020-12-01","2020-06-01","42534","3488193384","premium_plus","insurance","85752","Tucson","AZ","32.2228765","-110.9748477","0"
"North Speed Internet","2015-12-01","35662","12","2021-12-01","2021-06-01","42534","3488193384","premium_plus","insurance","85752","Tucson","AZ","32.2228765","-110.9748477","0"
"North Speed Internet","2015-12-01","109584","12","2022-12-01","2022-06-01","42534","3488193384","premium_plus","insurance","85752","Tucson","AZ","32.2228765","-110.9748477","0"
"North Star Advanced","2017-10-01","70518","36","2020-10-01","2020-04-01","47775","5686266053","premium_plus","retail","43612","Toledo","OH","41.6529143","-83.5378173","1"
"North Universal","2012-10-01","107460","24","2014-10-01","2014-04-01","81274","6412191335","enterprise","telecom","85019","Phoenix","AZ","33.4484367","-112.074141","1"
"North Universal West","2010-05-01","108455","36","2013-05-01","2012-11-01","82909","11989259522","premium_plus","healthcare","13904","Binghamton","NY","42.11854734713149","-75.85694135860552","0"
"North Universal West","2010-05-01","156442","24","2015-05-01","2014-11-01","82909","11989259522","premium_plus","healthcare","13904","Binghamton","NY","42.11854734713149","-75.85694135860552","0"
"North Universal West","2010-05-01","232317","24","2017-05-01","2016-11-01","82909","11989259522","premium_plus","healthcare","13904","Binghamton","NY","42.11854734713149","-75.85694135860552","0"
"North Universal West","2010-05-01","199917","12","2018-05-01","2017-11-01","82909","11989259522","premium_plus","healthcare","13904","Binghamton","NY","42.11854734713149","-75.85694135860552","1"
"Omega Data Speed","2016-02-01","68563","24","2018-02-01","2017-08-01","30235","3162639091","premium_plus","banking","05455","Fairfield","VT","44.8016619","-72.9451777","1"
"Omega Electronic Future","2015-10-01","139935","36","2018-10-01","2018-04-01","4231","385366948","premium_plus","financial services","51056","Smithland","IA","42.2288258","-95.9306272","1"
